token	true	prediction
"	O	O
a	O	O
police	O	O
spokesman	O	O
said	O	O
.	O	O

he	O	O
added	O	O
the	O	O
couple	O	O
had	O	O
also	O	O
shed	O	O
light	O	O
on	O	O
the	O	O
murder	O	O
last	O	O
year	O	O
of	O	O
the	O	O
wife	O	O
of	O	O
mafia	O	O
boss	O	O
nitto	I-PER	I-PER
santapaola	I-PER	I-PER
.	O	O

puglisi	I-PER	I-PER
was	O	O
shot	O	O
as	O	O
she	O	O
knelt	O	O
praying	O	O
by	O	O
the	O	O
tomb	O	O
of	O	O
her	O	O
young	O	O
husband	O	O
,	O	O
who	O	O
was	O	O
himself	O	O
killed	O	O
last	O	O
year	O	O
in	O	O
a	O	O
mafia	O	O
ambush	O	O
.	O	O

botta	I-PER	I-PER
,	O	O
who	O	O
had	O	O
accompanied	O	O
puglisi	I-PER	I-PER
to	O	O
the	O	O
cemetary	O	O
,	O	O
tried	O	O
to	O	O
flee	O	O
the	O	O
lone	O	O
gunman	O	O
but	O	O
was	O	O
caught	O	O
and	O	O
killed	O	O
.	O	O

thieves	O	O
make	O	O
off	O	O
with	O	O
cash	O	O
from	O	O
prison	O	O
canteen	O	O
.	O	O

limerick	I-LOC	I-LOC
,	O	O
ireland	I-LOC	I-LOC
$UNK$	O	O

thieves	O	O
stole	O	O
almost	O	O
2,000	O	O
irish	I-MISC	I-MISC
pounds	O	O
(	O	O
$	O	O
3,000	O	O
)	O	O
from	O	O
the	O	O
officers	O	O
'	O	O
canteen	O	O
of	O	O
a	O	O
limerick	I-LOC	I-LOC
jail	O	O
on	O	O
thursday	O	O
while	O	O
warders	O	O
slept	O	O
in	O	O
a	O	O
room	O	O
upstairs	O	O
.	O	O

police	O	O
said	O	O
the	O	O
thieves	O	O
intercepted	O	O
a	O	O
woman	O	O
arriving	O	O
to	O	O
work	O	O
at	O	O
the	O	O
canteen	O	O
,	O	O
forced	O	O
her	O	O
to	O	O
open	O	O
the	O	O
safe	O	O
where	O	O
takings	O	O
were	O	O
kept	O	O
and	O	O
made	O	O
off	O	O
with	O	O
the	O	O
cash	O	O
.	O	O

while	O	O
the	O	O
robbery	O	O
was	O	O
going	O	O
on	O	O
,	O	O
several	O	O
officers	O	O
were	O	O
asleep	O	O
in	O	O
a	O	O
room	O	O
over	O	O
the	O	O
canteen	O	O
,	O	O
which	O	O
is	O	O
in	O	O
the	O	O
grounds	O	O
of	O	O
the	O	O
prison	O	O
on	O	O
ireland	I-LOC	I-LOC
's	O	O
southwest	O	O
coast	O	O
.	O	O

italians	I-MISC	I-MISC
hold	O	O
$UNK$	I-MISC	O
for	O	O
harassing	O	O
hookers	O	O
.	O	O

genoa	I-LOC	I-LOC
,	O	O
italy	I-LOC	I-LOC
$UNK$	O	O

italian	I-MISC	I-MISC
police	O	O
said	O	O
on	O	O
thursday	O	O
they	O	O
had	O	O
arrested	O	O
a	O	O
61-year-old	O	O
man	O	O
after	O	O
he	O	O
fired	O	O
blank	O	O
shots	O	O
at	O	O
prostitutes	O	O
he	O	O
blamed	O	O
for	O	O
spreading	O	O
aids	I-MISC	O
.	O	O

the	O	O
pensioner	O	O
,	O	O
named	O	O
only	O	O
as	O	O
pietro	I-PER	I-PER
t.	I-PER	I-PER
,	O	O
told	O	O
investigators	O	O
he	O	O
was	O	O
infected	O	O
with	O	O
hiv	I-MISC	O
,	O	O
the	O	O
aids	I-MISC	O
virus	O	O
,	O	O
and	O	O
his	O	O
wife	O	O
had	O	O
died	O	O
of	O	O
the	O	O
disease	O	O
.	O	O

he	O	O
did	O	O
not	O	O
say	O	O
how	O	O
they	O	O
had	O	O
contracted	O	O
the	O	O
illness	O	O
.	O	O

police	O	O
said	O	O
the	O	O
man	O	O
had	O	O
recently	O	O
been	O	O
spotted	O	O
cruising	O	O
red-light	O	O
areas	O	O
in	O	O
this	O	O
northern	O	O
italian	I-MISC	I-MISC
city	O	O
,	O	O
hurling	O	O
abuse	O	O
at	O	O
prostitutes	O	O
and	O	O
firing	O	O
blank	O	O
shots	O	O
at	O	O
them	O	O
.	O	O

police	O	O
said	O	O
they	O	O
found	O	O
in	O	O
his	O	O
apartment	O	O
two	O	O
fake	O	O
guns	O	O
and	O	O
a	O	O
pistol	O	O
that	O	O
would	O	O
only	O	O
fire	O	O
blanks	O	O
.	O	O
"	O	O

although	O	O
fake	O	O
guns	O	O
are	O	O
legal	O	O
,	O	O
the	O	O
use	O	O
he	O	O
made	O	O
of	O	O
them	O	O
means	O	O
he	O	O
could	O	O
be	O	O
tried	O	O
,	O	O
"	O	O
a	O	O
police	O	O
official	O	O
said	O	O
.	O	O

bodies	O	O
found	O	O
at	O	O
site	O	O
of	O	O
russian	I-MISC	I-MISC
jet	O	O
crash	O	O
-	O	O
officials	O	O
.	O	O

oslo	I-LOC	I-LOC
$UNK$	O	O

bodies	O	O
have	O	O
been	O	O
sighted	O	O
but	O	O
no	O	O
survivors	O	O
have	O	O
yet	O	O
been	O	O
found	O	O
at	O	O
the	O	O
site	O	O
of	O	O
thursday	O	O
's	O	O
crash	O	O
of	O	O
a	O	O
russian	I-MISC	I-MISC
airliner	O	O
on	O	O
norway	I-LOC	I-LOC
's	O	O
remote	O	O
arctic	I-MISC	I-LOC
island	O	O
of	O	O
spitzbergen	I-LOC	I-LOC
,	O	O
norwegian	I-MISC	I-MISC
officials	O	O
said	O	O
.	O	O

"	O	O
we	O	O
have	O	O
found	O	O
dead	O	O
people	O	O
,	O	O
"	O	O
said	O	O
rune	I-PER	I-PER
hansen	I-PER	I-PER
,	O	O
the	O	O
island	O	O
's	O	O
deputy	O	O
governor	O	O
,	O	O
told	O	O
norwegian	I-MISC	I-MISC
television	O	O
.	O	O

the	O	O
norwegian	I-MISC	I-MISC
news	O	O
agency	O	O
ntb	I-ORG	I-ORG
quoted	O	O
another	O	O
official	O	O
on	O	O
the	O	O
island	O	O
as	O	O
saying	O	O
no	O	O
survivors	O	O
had	O	O
been	O	O
found	O	O
.	O	O

the	O	O
vnukovo	I-ORG	I-ORG
airlines	I-ORG	I-ORG
tupolev	I-MISC	I-MISC
154	I-MISC	O
flight	O	O
from	O	O
moscow	I-LOC	I-LOC
,	O	O
carrying	O	O
129	O	O
passengers	O	O
and	O	O
a	O	O
crew	O	O
of	O	O
12	O	O
,	O	O
crashed	O	O
in	O	O
bad	O	O
weather	O	O
10	O	O
km	O	O
(	O	O
six	O	O
miles	O	O
)	O	O
east	O	O
of	O	O
longyearbyen	I-LOC	I-LOC
,	O	O
the	O	O
island	O	O
's	O	O
only	O	O
airstrip	O	O
,	O	O
officials	O	O
said	O	O
.	O	O

first	O	O
rescuers	O	O
arrived	O	O
shortly	O	O
after	O	O
1	O	O
p.m.	O	O
(	O	O
1100	O	O
gmt	I-MISC	I-MISC
)	O	O
and	O	O
reported	O	O
soon	O	O
afterwards	O	O
that	O	O
most	O	O
of	O	O
the	O	O
three-engine	O	O
jet	O	O
's	O	O
wreckage	O	O
was	O	O
scattered	O	O
around	O	O
the	O	O
top	O	O
of	O	O
the	O	O
small	O	O
opera	I-LOC	I-LOC
mountain	O	O
while	O	O
the	O	O
rest	O	O
had	O	O
slid	O	O
down	O	O
the	O	O
mountainside	O	O
.	O	O

air	O	O
traffic	O	O
officials	O	O
said	O	O
they	O	O
had	O	O
lost	O	O
contact	O	O
with	O	O
the	O	O
flight	O	O
,	O	O
scheduled	O	O
to	O	O
arrive	O	O
at	O	O
around	O	O
10.15	O	O
a.m.	O	O
(	O	O
0815	O	O
gmt	I-MISC	I-MISC
)	O	O
,	O	O
shortly	O	O
before	O	O
it	O	O
was	O	O
due	O	O
to	O	O
land	O	O
.	O	O

spitzbergen	I-LOC	I-LOC
is	O	O
a	O	O
norwegian	I-MISC	I-MISC
coal-mining	O	O
settlement	O	O
.	O	O

the	O	O
only	O	O
other	O	O
community	O	O
is	O	O
in	O	O
the	O	O
russian	I-MISC	I-MISC
village	O	O
of	O	O
barentsburg	I-LOC	I-LOC
.	O	O

russia	I-LOC	I-LOC
and	O	O
norway	I-LOC	I-LOC
share	O	O
the	O	O
island	O	O
's	O	O
resources	O	O
under	O	O
a	O	O
treaty	O	O
dating	O	O
back	O	O
to	O	O
the	O	O
1920s	O	O
.	O	O

$UNK$	O	O
winds	O	O
and	O	O
heavy	O	O
rains	O	O
batter	O	O
belgium	I-LOC	I-LOC
.	O	O

brussels	I-LOC	I-LOC
$UNK$	O	O

torrential	O	O
rains	O	O
and	O	O
$UNK$	O	O
winds	O	O
battered	O	O
belgium	I-LOC	I-LOC
on	O	O
thursday	O	O
causing	O	O
widespread	O	O
damage	O	O
as	O	O
some	O	O
areas	O	O
had	O	O
more	O	O
rainfall	O	O
in	O	O
24	O	O
hours	O	O
than	O	O
they	O	O
normally	O	O
get	O	O
in	O	O
a	O	O
month	O	O
,	O	O
the	O	O
meteorological	O	O
office	O	O
said	O	O
.	O	O

cellars	O	O
were	O	O
flooded	O	O
,	O	O
trees	O	O
uprooted	O	O
and	O	O
roofs	O	O
damaged	O	O
,	O	O
but	O	O
there	O	O
were	O	O
no	O	O
reports	O	O
of	O	O
any	O	O
injuries	O	O
,	O	O
an	O	O
interior	O	I-ORG
affairs	O	I-ORG
ministry	O	I-ORG
spokesman	O	O
said	O	O
.	O	O

some	O	O
trains	O	O
were	O	O
delayed	O	O
as	O	O
fallen	O	O
trees	O	O
blocked	O	O
lines	O	O
.	O	O

brussels	I-LOC	I-LOC
received	O	O
5.6	O	O
cm	O	O
(	O	O
2.24	O	O
inches	O	O
)	O	O
of	O	O
water	O	O
in	O	O
the	O	O
past	O	O
24	O	O
hours	O	O
--	O	O
compared	O	O
to	O	O
an	O	O
average	O	O
7.4	O	O
cm	O	O
(	O	O
2.96	O	O
inches	O	O
)	O	O
per	O	O
month	O	O
--	O	O
but	O	O
in	O	O
several	O	O
communes	O	O
in	O	O
the	O	O
south	O	O
of	O	O
the	O	O
country	O	O
up	O	O
to	O	O
8	O	O
cm	O	O
(	O	O
3.2	O	O
inches	O	O
)	O	O
fell	O	O
,	O	O
the	O	O
royal	I-ORG	I-ORG
meteorological	I-ORG	I-ORG
institute	I-ORG	I-ORG
(	O	O
rmt	I-ORG	I-ORG
)	O	O
said	O	O
.	O	O

the	O	O
rmt	I-ORG	I-ORG
spokesman	O	O
said	O	O
that	O	O
near	O	O
the	O	O
eastern	O	O
city	O	O
of	O	O
turnhout	I-LOC	I-LOC
,	O	O
a	O	O
group	O	O
of	O	O
boy	O	O
scouts	O	O
camping	O	O
in	O	O
a	O	O
low-lying	O	O
meadow	O	O
had	O	O
to	O	O
be	O	O
evacuated	O	O
as	O	O
water	O	O
flooded	O	O
their	O	O
tents	O	O
.	O	O

the	O	O
rain	O	O
also	O	O
severely	O	O
hindered	O	O
belgian	I-MISC	I-MISC
investigators	O	O
'	O	O
excavations	O	O
in	O	O
the	O	O
southern	O	O
village	O	O
of	O	O
jumet	I-LOC	I-LOC
,	O	O
where	O	O
they	O	O
are	O	O
looking	O	O
for	O	O
bodies	O	O
in	O	O
one	O	O
of	O	O
the	O	O
houses	O	O
of	O	O
the	O	O
main	O	O
character	O	O
in	O	O
a	O	O
paedophile	O	O
$UNK$	O	O
scandal	O	O
.	O	O

but	O	O
the	O	O
coastal	O	O
towns	O	O
got	O	O
off	O	O
lightly	O	O
as	O	O
the	O	O
flooding	O	O
that	O	O
had	O	O
been	O	O
expected	O	O
due	O	O
to	O	O
a	O	O
combination	O	O
of	O	O
spring	O	O
tides	O	O
and	O	O
high	O	O
winds	O	O
failed	O	O
to	O	O
materialise	O	O
.	O	O

repsol	I-ORG	I-ORG
shares	O	O
up	O	O
65	O	O
pesetas	O	O
on	O	O
h1	O	O
results	O	O
.	O	O

madrid	I-LOC	I-LOC
$UNK$	O	O

shares	O	O
in	O	O
spanish	I-MISC	I-MISC
oil	O	O
and	O	O
chemicals	O	O
group	O	O
repsol	I-ORG	I-ORG
were	O	O
up	O	O
65	O	O
pesetas	O	O
to	O	O
4,150	O	O
after	O	O
the	O	O
company	O	O
announced	O	O
net	O	O
first	O	O
half	O	O
profits	O	O
fell	O	O
1.1	O	O
percent	O	O
to	O	O
61.45	O	O
billion	O	O
pesetas	O	O
on	O	O
the	O	O
previous	O	O
year	O	O
.	O	O

this	O	O
was	O	O
close	O	O
to	O	O
the	O	O
market	O	O
's	O	O
forecast	O	O
of	O	O
net	O	O
profits	O	O
of	O	O
61.94	O	O
billion	O	O
.	O	O

shares	O	O
in	O	O
repsol	I-ORG	I-ORG
shot	O	O
up	O	O
100	O	O
pesetas	O	O
to	O	O
4,175	O	O
shortly	O	O
after	O	O
the	O	O
figures	O	O
,	O	O
having	O	O
traded	O	O
down	O	O
10	O	O
pesetas	O	O
before	O	O
the	O	O
figures	O	O
were	O	O
released	O	O
.	O	O

"	O	O
it	O	O
's	O	O
madness	O	O
,	O	O
"	O	O
said	O	O
an	O	O
analyst	O	O
at	O	O
a	O	O
madrid	I-LOC	I-LOC
brokerage	O	O
,	O	O
adding	O	O
that	O	O
the	O	O
market	O	O
had	O	O
overreacted	O	O
to	O	O
the	O	O
news	O	O
.	O	O
"	O	O

people	O	O
were	O	O
waiting	O	O
for	O	O
the	O	O
results	O	O
to	O	O
come	O	O
out	O	O
before	O	O
buying	O	O
.	O	O

the	O	O
rise	O	O
has	O	O
been	O	O
very	O	O
quick	O	O
and	O	O
very	O	O
crazy	O	O
.	O	O
"	O	O

he	O	O
predicted	O	O
a	O	O
correction	O	O
,	O	O
perhaps	O	O
as	O	O
early	O	O
as	O	O
this	O	O
session	O	O
.	O	O

--	O	O
madrid	I-ORG	I-ORG
newsroom	I-ORG	I-ORG
$UNK$	O	O
1	O	O
585	O	O
2161	O	O

algeria	I-LOC	I-LOC
forces	O	O
kill	O	O
guerrillas	O	O
-	O	O
papers	O	O
.	O	O

paris	I-LOC	I-LOC
$UNK$	O	O

algerian	I-MISC	I-MISC
security	O	O
forces	O	O
killed	O	O
four	O	O
moslem	I-MISC	I-MISC
guerrillas	O	O
on	O	O
tuesday	O	O
in	O	O
a	O	O
village	O	O
south	O	O
of	O	O
the	O	O
capital	O	O
algiers	I-LOC	I-LOC
,	O	O
an	O	O
algerian	I-MISC	I-MISC
newspaper	O	O
said	O	O
on	O	O
thursday	O	O
.	O	O

the	O	O
armed	O	O
militants	O	O
were	O	O
shot	O	O
dead	O	O
in	O	O
nahar	I-LOC	I-LOC
village	O	O
90	O	O
km	O	O
(	O	O
56	O	O
miles	O	O
)	O	O
south	O	O
of	O	O
algiers	I-LOC	I-LOC
,	O	O
liberte	I-ORG	I-ORG
newspaper	O	O
said	O	O
.	O	O

security	O	O
forces	O	O
also	O	O
killed	O	O
an	O	O
unspecified	O	O
number	O	O
of	O	O
members	O	O
of	O	O
a	O	O
rebel	O	O
gang	O	O
on	O	O
wednesday	O	O
in	O	O
the	O	O
$UNK$	I-LOC	O
suburb	O	O
of	O	O
algiers	I-LOC	I-LOC
,	O	O
le	I-ORG	I-ORG
matin	I-ORG	I-ORG
newspaper	O	O
reported	O	O
.	O	O

an	O	O
estimated	O	O
50,000	O	O
people	O	O
,	O	O
mostly	O	O
moslem	I-MISC	I-MISC
militants	O	O
and	O	O
security	O	O
forces	O	O
members	O	O
,	O	O
have	O	O
been	O	O
killed	O	O
in	O	O
violence	O	O
pitting	O	O
moslem	I-MISC	I-MISC
guerrillas	O	O
against	O	O
government	O	O
forces	O	O
since	O	O
early	O	O
1992	O	O
,	O	O
when	O	O
authorities	O	O
cancelled	O	O
a	O	O
general	O	O
election	O	O
in	O	O
which	O	O
islamists	I-MISC	I-MISC
had	O	O
taken	O	O
a	O	O
commanding	O	O
lead	O	O
.	O	O

finns	I-MISC	O
hold	O	O
two	O	O
men	O	O
on	O	O
child	O	O
$UNK$	O	O
charges	O	O
.	O	O

helsinki	I-LOC	I-LOC
$UNK$	O	O

finnish	I-MISC	I-MISC
police	O	O
said	O	O
on	O	O
thursday	O	O
they	O	O
had	O	O
arrested	O	O
two	O	O
men	O	O
suspected	O	O
of	O	O
sexually	O	O
abusing	O	O
a	O	O
captive	O	O
13-year-old	O	O
girl	O	O
,	O	O
but	O	O
did	O	O
not	O	O
believe	O	O
the	O	O
case	O	O
was	O	O
linked	O	O
to	O	O
others	O	O
in	O	O
europe	I-LOC	I-LOC
.	O	O

the	O	O
men	O	O
,	O	O
both	O	O
finns	I-MISC	I-MISC
aged	O	O
about	O	O
40	O	O
,	O	O
were	O	O
arrested	O	O
last	O	O
saturday	O	O
in	O	O
the	O	O
western	O	O
town	O	O
of	O	O
tampere	I-LOC	I-LOC
in	O	O
a	O	O
raid	O	O
on	O	O
a	O	O
luxury	O	O
boat	O	O
owned	O	O
by	O	O
one	O	O
of	O	O
them	O	O
.	O	O

the	O	O
girl	O	O
was	O	O
being	O	O
held	O	O
on	O	O
the	O	O
boat	O	O
and	O	O
had	O	O
sought	O	O
help	O	O
from	O	O
a	O	O
passer-by	O	O
,	O	O
police	O	O
chief	O	O
inspector	O	O
ilkka	I-PER	I-PER
$UNK$	I-PER	I-PER
said	O	O
.	O	O

"	O	O
this	O	O
is	O	O
an	O	O
individual	O	O
case	O	O
and	O	O
i	O	O
do	O	O
n't	O	O
have	O	O
any	O	O
evidence	O	O
linking	O	O
the	O	O
suspects	O	O
to	O	O
any	O	O
other	O	O
cases	O	O
,	O	O
"	O	O
$UNK$	I-PER	I-PER
said	O	O
.	O	O

the	O	O
girl	O	O
was	O	O
taken	O	O
to	O	O
hospital	O	O
.	O	O

the	O	O
men	O	O
could	O	O
face	O	O
charges	O	O
carrying	O	O
up	O	O
to	O	O
six	O	O
to	O	O
10	O	O
years	O	O
in	O	O
prison	O	O
,	O	O
he	O	O
said	O	O
.	O	O

witnesses	O	O
had	O	O
reported	O	O
seeing	O	O
many	O	O
young	O	O
women	O	O
and	O	O
some	O	O
girls	O	O
who	O	O
looked	O	O
clearly	O	O
underage	O	O
at	O	O
parties	O	O
around	O	O
the	O	O
boat	O	O
in	O	O
recent	O	O
weeks	O	O
,	O	O
the	O	O
daily	O	O
newspaper	O	O
iltalehti	I-ORG	I-ORG
said	O	O
.	O	O

audi	I-ORG	I-ORG
ceo	O	I-ORG
says	O	O
expects	O	O
no	O	O
96	O	O
currency	O	O
impact	O	O
.	O	O

ingolstadt	I-LOC	I-LOC
$UNK$	O	O

audi	I-ORG	I-ORG
ag	I-ORG	I-ORG
management	O	I-ORG
board	O	O
chairman	O	O
herbert	I-PER	I-PER
demel	I-PER	I-PER
said	O	O
on	O	O
thursday	O	O
that	O	O
the	O	O
german	I-MISC	I-MISC
luxury	O	O
carmaker	O	I-ORG
,	O	O
a	O	O
unit	O	O
of	O	O
volkswagen	I-ORG	I-ORG
ag	I-ORG	I-ORG
,	O	O
did	O	O
not	O	O
expect	O	O
any	O	O
burden	O	O
on	O	O
its	O	O
1996	O	O
results	O	O
from	O	O
currency	O	O
market	O	O
volatility	O	O
.	O	O

"	O	O
we	O	O
do	O	O
not	O	O
expect	O	O
any	O	O
burden	O	O
on	O	O
our	O	O
1996	O	O
results	O	O
from	O	O
currency	O	O
markets	O	O
,	O	O
"	O	O
demel	I-PER	I-PER
told	O	O
reuters	I-ORG	I-ORG
in	O	O
an	O	O
interview	O	O
.	O	O

audi	I-ORG	I-ORG
would	O	O
have	O	O
been	O	O
able	O	O
to	O	O
report	O	O
a	O	O
profit	O	O
300	O	O
million	O	O
marks	O	O
higher	O	O
in	O	O
1995	O	O
if	O	O
exchange	O	O
rates	O	O
had	O	O
stayed	O	O
the	O	O
same	O	O
as	O	O
in	O	O
1994	O	O
,	O	O
demel	I-PER	I-PER
had	O	O
told	O	O
a	O	O
shareholder	O	O
meeting	O	O
last	O	O
april	O	O
.	O	O

demel	I-PER	I-PER
said	O	O
the	O	O
carmaker	O	I-ORG
had	O	O
hedged	O	O
about	O	O
half	O	O
of	O	O
its	O	O
currency	O	O
risk	O	O
for	O	O
1996	O	O
.	O	O

--	O	O
john	I-PER	I-PER
gilardi	I-PER	I-PER
,	O	O
frankfurt	I-ORG	I-LOC
newsroom	I-ORG	O
,	O	O
$UNK$	O	O
69	O	O
$UNK$	O	O

$UNK$	I-ORG	I-ORG
sees	O	O
$UNK$	O	O
1996	O	O
profit	O	O
vs	O	O
loss	O	O
.	O	O

helsinki	I-LOC	I-LOC
$UNK$	O	O

fertilisers	O	O
and	O	O
saplings	O	O
maker	O	O
$UNK$	I-ORG	I-ORG
oy	I-ORG	I-ORG
said	O	O
on	O	O
thursday	O	O
in	O	O
a	O	O
statement	O	O
it	O	O
expected	O	O
a	O	O
falling	O	O
result	O	O
trend	O	O
in	O	O
the	O	O
latter	O	O
half	O	O
of	O	O
the	O	O
year	O	O
,	O	O
but	O	O
a	O	O
full-year	O	O
profit	O	O
was	O	O
nevertheless	O	O
likely	O	O
.	O	O

"	O	O
due	O	O
to	O	O
natural	O	O
seasonal	O	O
fluctuations	O	O
in	O	O
operations	O	O
,	O	O
the	O	O
$UNK$	O	O
result	O	O
trend	O	O
will	O	O
be	O	O
falling	O	O
,	O	O
but	O	O
based	O	O
on	O	O
the	O	O
early	O	O
year	O	O
result	O	O
trend	O	O
a	O	O
profitable	O	O
result	O	O
is	O	O
likely	O	O
to	O	O
be	O	O
achieved	O	O
,	O	O
"	O	O
$UNK$	I-ORG	I-ORG
said	O	O
in	O	O
its	O	O
$UNK$	O	O
interim	O	O
report	O	O
.	O	O

in	O	O
1995	O	O
,	O	O
$UNK$	I-ORG	I-ORG
reported	O	O
a	O	O
5.6	O	O
million	O	O
markka	O	O
loss	O	O
before	O	O
extraordinary	O	O
items	O	O
and	O	O
tax	O	O
.	O	O

in	O	O
the	O	O
first	O	O
half	O	O
,	O	O
$UNK$	I-ORG	I-ORG
posted	O	O
a	O	O
6.1	O	O
million	O	O
markka	O	O
profit	O	O
,	O	O
up	O	O
from	O	O
0.7	O	O
million	O	O
.	O	O

--	O	O
helsinki	I-ORG	I-LOC
newsroom	I-ORG	O
$UNK$	O	O
-	O	O
0	O	O
-	O	O
680	O	O
50	O	O
245	O	O

$UNK$	I-MISC	I-MISC
untroubled	O	O
by	O	O
margin	O	O
pressure	O	O
.	O	O

london	I-LOC	I-LOC
$UNK$	O	O

the	O	O
chairman	O	O
of	O	O
british-based	I-MISC	I-MISC
components	O	O
and	O	O
engineering	O	O
group	O	O
t&n	I-ORG	I-ORG
plc	I-ORG	I-ORG
said	O	O
on	O	O
thursday	O	O
the	O	O
firm	O	O
remained	O	O
confident	O	O
about	O	O
the	O	O
general	O	O
prospects	O	O
for	O	O
its	O	O
operating	O	O
margins	O	O
despite	O	O
pressure	O	O
from	O	O
unsettled	O	O
markets	O	O
.	O	O

in	O	O
an	O	O
interview	O	O
following	O	O
its	O	O
first-half	O	O
results	O	O
,	O	O
which	O	O
included	O	O
a	O	O
less	O	O
optimistic	O	O
forecast	O	O
for	O	O
the	O	O
second	O	O
half	O	O
of	O	O
this	O	O
year	O	O
than	O	O
it	O	O
had	O	O
made	O	O
in	O	O
the	O	O
past	O	O
,	O	O
sir	O	O
colin	I-PER	I-PER
hope	I-PER	I-PER
said	O	O
t&n	I-ORG	I-ORG
had	O	O
taken	O	O
defensive	O	O
action	O	O
to	O	O
protect	O	O
it	O	O
from	O	O
patchy	O	O
markets	O	O
.	O	O

looking	O	O
at	O	O
market	O	O
prospects	O	O
,	O	O
he	O	O
said	O	O
:	O	O
"	O	O
i	O	O
think	O	O
our	O	O
best	O	O
judgment	O	O
at	O	O
this	O	O
stage	O	O
is	O	O
that	O	O
it	O	O
will	O	O
probably	O	O
bumble	O	O
along	O	O
in	O	O
the	O	O
rather	O	O
mixed	O	O
way	O	O
it	O	O
's	O	O
been	O	O
in	O	O
the	O	O
first	O	O
half	O	O
.	O	O
"	O	O

"	O	O
it	O	O
's	O	O
very	O	O
difficult	O	O
to	O	O
predict	O	O
the	O	O
market	O	O
(	O	O
trend	O	O
)	O	O
this	O	O
year	O	O
.	O	O

it	O	O
could	O	O
be	O	O
better	O	O
,	O	O
or	O	O
it	O	O
could	O	O
be	O	O
worse	O	O
,	O	O
"	O	O
hope	I-PER	O
added	O	O
,	O	O
echoing	O	O
the	O	O
demand	O	O
uncertainty	O	O
across	O	O
automotive	O	O
industries	O	O
.	O	O

"	O	O
you	O	O
can	O	O
see	O	O
anxieties	O	O
in	O	O
germany	I-LOC	I-LOC
and	O	O
france	I-LOC	I-LOC
,	O	O
in	O	O
particular	O	O
,	O	O
beginning	O	O
to	O	O
grow	O	O
and	O	O
develop	O	O
.	O	O

america	I-LOC	I-LOC
,	O	O
however	O	O
,	O	O
is	O	O
looking	O	O
a	O	O
little	O	O
better	O	O
,	O	O
"	O	O
he	O	O
said	O	O
.	O	O

compared	O	O
with	O	O
the	O	O
end	O	O
of	O	O
last	O	O
year	O	O
,	O	O
when	O	O
t&n	I-ORG	I-ORG
predicted	O	O
a	O	O
sluggish	O	O
first	O	O
half	O	O
and	O	O
a	O	O
rebound	O	O
later	O	O
in	O	O
1996	O	O
,	O	O
hope	I-PER	I-PER
said	O	O
:	O	O
"	O	O
i	O	O
think	O	O
the	O	O
difference	O	O
(	O	O
now	O	O
)	O	O
is	O	O
the	O	O
first	O	O
half	O	O
has	O	O
not	O	O
actually	O	O
been	O	O
as	O	O
bad	O	O
as	O	O
some	O	O
felt	O	O
it	O	O
was	O	O
going	O	O
to	O	O
be	O	O
,	O	O
but	O	O
equally	O	O
we	O	O
're	O	O
certainly	O	O
not	O	O
predicting	O	O
a	O	O
recovery	O	O
in	O	O
the	O	O
second	O	O
half	O	O
.	O	O
"	O	O

against	O	O
this	O	O
background	O	O
,	O	O
hope	I-PER	I-PER
said	O	O
the	O	O
group	O	O
was	O	O
glad	O	O
it	O	O
had	O	O
rationalised	O	O
and	O	O
$UNK$	O	O
even	O	O
though	O	O
this	O	O
had	O	O
pressed	O	O
margins	O	O
,	O	O
which	O	O
had	O	O
slipped	O	O
to	O	O
9.5	O	O
percent	O	O
from	O	O
11.3	O	O
percent	O	O
a	O	O
year	O	O
ago	O	O
.	O	O

"	O	O
i	O	O
think	O	O
the	O	O
figure	O	O
of	O	O
9.5	O	O
percent	O	O
on	O	O
the	O	O
first	O	O
half	O	O
,	O	O
when	O	O
you	O	O
consider	O	O
the	O	O
fact	O	O
that	O	O
we	O	O
've	O	O
been	O	O
destocking	O	O
,	O	O
the	O	O
fairly	O	O
mixed	O	O
customer	O	O
demand	O	O
,	O	O
and	O	O
the	O	O
fact	O	O
that	O	O
we	O	O
sold	O	O
the	O	O
(	O	O
southern	O	I-MISC
african	I-MISC	I-MISC
)	O	O
mines	O	O
actually	O	O
is	O	O
not	O	O
bad	O	O
.	O	O

"	O	O
it	O	O
does	O	O
show	O	O
how	O	O
easily	O	O
we	O	O
should	O	O
be	O	O
able	O	O
to	O	O
bounce	O	O
back	O	O
over	O	O
10	O	O
percent	O	O
again	O	O
,	O	O
"	O	O
he	O	O
added	O	O
,	O	O
saying	O	O
:	O	O
"	O	O
we	O	O
continue	O	O
to	O	O
feel	O	O
very	O	O
relaxed	O	O
about	O	O
our	O	O
general	O	O
view	O	O
that	O	O
we	O	O
would	O	O
average	O	O
10	O	O
percent	O	O
profit	O	O
margins	O	O
over	O	O
the	O	O
cycle	O	O
.	O	O
"	O	O

